tran_id,acct_nbr,tran_amt,principal_amt,interest_amt,new_balance,tran_date,tran_time,channel,tran_code
40,4.56E+15,-89.08,-89.08,0,-1200,6/14/1995,201608,E,CG
5,13625873,108.55,108.55,0,758.65,3/6/1995,150004,A,DP
103,4.56E+15,-47.65,-47.65,0,-1412.62,12/21/1995,85804,E,CG
14,13634713,222.43,222.43,0,667.54,9/3/1995,0,M,DP
27,4.56E+15,-117.83,-117.83,0,-363.74,9/13/1995,223729,E,CG
32,13625623,0,0,0,4203.43,11/24/1995,190451,A,IQ
1,4.56E+15,320.56,300.71,19.85,-1108.71,1/2/1995,0,M,PM
59,13628822,412.26,412.26,0,2492.77,9/17/1995,111218,B,DP
9,13632832,-141.14,-141.14,0,484.2,5/2/1995,0,P,WD
8,13629333,-40,-40,0,230.71,7/3/1995,202126,A,WD
64,13634472,724.61,724.61,0,1958.44,3/19/1995,110413,B,DP
6,4.56E+15,-180,-180,0,-592.87,8/11/1995,154016,A,CA
22,4.56E+15,-120.13,-120.13,0,-1435.3,11/17/1995,185711,E,CG
13,13629982,-280.75,-280.75,0,144.19,5/23/1995,163142,A,TR
25,13633242,-200,-200,0,3140.45,7/30/1995,184226,A,WD
51,4.56E+15,0,0,0,-5100,12/31/1995,140548,A,IQ
32,13632032,0,0,0,14.2,2/10/1995,180604,A,IQ
6,4.56E+15,-74.89,-74.89,0,-185.95,9/4/1995,225636,E,CG
65,13627092,-143.72,-143.72,0,86.53,4/5/1995,0,P,WD
7,13629323,105.55,105.55,0,715.37,2/21/1995,190924,A,DP
4,13634752,106.06,106.06,0,140.48,1/2/1995,151521,A,DP
40,13625922,309.97,309.97,0,599.84,3/29/1995,152740,A,DP
75,13629182,0,0,0,597.35,2/12/1995,121838,A,IQ
25,13625122,-100,-100,0,1818.42,2/17/1995,162822,A,WD
68,13634272,0,0,0,2357.12,5/26/1995,102538,V,IQ
15,13633272,-198.72,-198.72,0,2061.43,4/7/1995,130302,A,TR
59,13626772,-30.36,-30.36,0,13.46,2/14/1995,144752,E,WD
2,4.56E+15,-87.32,-87.32,0,-1735.06,1/12/1995,93106,E,CG
34,13626862,-20.59,-20.59,0,730.33,9/14/1995,0,P,WD
24,13633932,0,0,0,307.56,1/14/1995,183151,C,IQ
15,4.56E+15,104.73,101.68,3.05,-569.47,4/6/1995,0,M,PM
93,13632342,-20,-20,0,123.35,4/11/1995,142156,A,WD
10,4.56E+15,0,0,0,-1000,11/23/1995,43856,A,IQ
79,13626452,0,0,0,14.88,2/19/1995,111408,K,IQ
3,4.56E+15,-60,-60,0,-2875.76,1/3/1995,170625,A,CA
72,13630462,0,0,0,1760.87,4/16/1995,181132,V,IQ
49,13628172,-0.15,-0.15,0,803.09,4/30/1995,0,,FK
18,4.56E+15,-101.9,-101.9,0,-1239.46,3/20/1995,222039,E,CG
25,13629492,-34.81,-34.81,0,2007.6,2/9/1995,0,P,WD
35,13628583,-140,-140,0,814.83,11/17/1995,195150,A,WD
11,13630082,-108.3,-108.3,0,7054.71,2/17/1995,0,P,WD
16,13633013,0,0,0,973.67,7/31/1995,195121,C,IQ
21,13625463,0,0,0,585.51,11/27/1995,95438,C,IQ
39,13628092,0,0,0,2697.46,6/30/1995,122447,A,IQ
11,13632222,-43.5,-43.5,0,710.07,12/17/1995,0,P,WD
19,4.56E+15,-73.04,-73.04,0,-1048.24,3/26/1995,212631,E,CG
74,13632172,299.44,299.44,0,300.87,5/13/1995,111639,E,DP
33,13629852,0,0,0,49.97,11/11/1995,45829,A,IQ
21,13632473,0.08,0,0.08,66.01,6/30/1995,235959,,IN
24,13634362,-10,-10,0,156.76,1/31/1995,235959,,FP
5,13632433,0.69,0,0.69,550.99,2/28/1995,235959,,IN
8,13627133,0.58,0,0.58,465.88,8/31/1995,235959,,IN
21,13626172,0,0,0,15.86,11/14/1995,135725,V,IQ
26,13627422,-10,-10,0,2566.25,11/30/1995,235959,,FP
25,13632092,211.85,211.85,0,1478.1,2/19/1995,0,M,DP
32,13629812,-3.9,-3.9,0,6.68,9/7/1995,0,P,WD
71,13625732,429.36,429.36,0,3516.77,2/23/1995,190318,A,DP
83,13624922,0.38,0,0.38,304,8/31/1995,235959,,IN
35,13627542,1.89,0,1.89,1510.95,4/30/1995,235959,,IN
5,13625312,-180,-180,0,5546.81,1/3/1995,233906,A,WD
54,13630172,0,0,0,338.64,1/31/1995,130215,A,IQ
27,4.56E+15,-25.64,-25.64,0,-67.56,10/1/1995,114732,E,CG
80,13625632,-186.07,-186.07,0,693.91,1/28/1995,0,P,WD
5,13630112,-423.85,-423.85,0,12393.35,1/7/1995,0,P,WD
64,13627582,1.48,0,1.48,1188.14,2/28/1995,235959,,IN
5,13626302,0,0,0,2757.03,1/9/1995,63350,B,IQ
17,13626412,-103.78,-103.78,0,2338.34,5/2/1995,0,P,WD
29,4.56E+15,-229.84,-229.84,0,-2874.76,7/2/1995,90641,E,CG
16,13631683,0.87,0,0.87,699.64,8/31/1995,235959,,IN
47,13625092,-138.43,-138.43,0,102.79,1/17/1995,0,P,WD
24,13627592,61.73,61.73,0,79.34,1/8/1995,0,M,DP
30,13629212,-190.47,-190.47,0,132.79,5/23/1995,122013,V,TR
68,13630732,0,0,0,1.28,1/25/1995,210357,A,IQ
83,13633212,-0.15,-0.15,0,304.59,2/10/1995,0,,FK
47,4.56E+15,-10,-10,0,-983.45,5/1/1995,235959,,FA
20,13634503,-80,-80,0,995.62,9/14/1995,132859,A,WD
9,13634853,0.2,0,0.2,157.16,9/30/1995,235959,,IN
55,13625112,-92.38,-92.38,0,51.62,2/13/1995,0,P,WD
3,13629622,0,0,0,275.1,1/4/1995,194253,V,IQ
55,13634952,0,0,0,750.68,10/1/1995,75037,A,IQ
6,4.56E+15,74.19,74.14,0.05,-180.26,2/6/1995,231107,E,PM
61,4.56E+15,-48.82,-48.82,0,-762.52,11/9/1995,183432,E,CG
33,13626713,-60,-60,0,227.68,12/6/1995,120355,A,WD
95,13628512,-51.04,-51.04,0,1543.47,8/15/1995,0,P,WD
23,4.56E+15,607.81,602.24,5.57,-602.64,7/1/1995,0,M,PM
94,13632162,-25.1,-25.1,0,272.9,1/22/1995,0,P,WD
19,13634923,0.89,0,0.89,710.83,10/31/1995,235959,,IN
21,4.56E+15,-75.17,-75.17,0,-541.57,5/27/1995,132619,E,CG
1,13627092,271.16,271.16,0,2525.2,1/1/1995,210,B,DP
1,4.56E+15,-13.39,-13.39,0,-732.43,1/6/1995,201139,E,CG
51,13634003,267.62,267.62,0,275.36,12/23/1995,223153,A,DP
69,13626072,-20.6,-20.6,0,20.6,1/27/1995,0,P,WD
23,13629712,-163.49,-163.49,0,1969.79,9/11/1995,0,P,WD
57,13626702,-59.15,-59.15,0,6.57,1/21/1995,0,P,WD
68,13632332,-25.29,-25.29,0,1709.33,9/12/1995,0,P,WD
34,13633312,-142.3,-142.3,0,3796.57,2/14/1995,0,P,WD
79,13633012,165.92,165.92,0,212.4,9/29/1995,0,M,DP
21,13630312,-60,-60,0,571.96,1/6/1995,101632,A,WD
61,13629282,-0.75,-0.75,0,12.72,2/14/1995,182542,,FU
1,13625712,-43.25,-43.25,0,214.43,1/1/1995,0,P,WD
78,13632532,-10,-10,0,380.43,8/31/1995,235959,,FP
90,13626802,256.01,256.01,0,263.38,6/17/1995,0,M,DP
42,13633362,-131.21,-131.21,0,415.41,1/24/1995,0,P,WD
1,4.56E+15,582.01,575.35,6.66,0,1/2/1995,0,M,PM
83,13633772,130.39,130.39,0,447.27,7/25/1995,221409,B,DP
53,13634032,-131.54,-131.54,0,209.76,2/26/1995,0,P,WD
12,13625293,0.83,0,0.83,666.32,7/31/1995,235959,,IN
1,4.56E+15,-38.08,-38.08,0,-1561.7,1/2/1995,5427,E,CG
20,4.56E+15,-78.86,-78.86,0,-820.17,3/20/1995,203349,E,CG
35,13625122,232.32,232.32,0,2185.4,3/13/1995,52701,B,DP
11,13629382,224.67,224.67,0,2568.78,1/11/1995,92136,E,DP
84,13624882,-29.11,-29.11,0,29.11,8/26/1995,0,P,WD
8,13625903,1.38,0,1.38,552.89,8/31/1995,235959,,IN
83,13634702,0,0,0,2036.9,4/17/1995,111716,K,IQ
44,13630602,-10,-10,0,2803.88,3/31/1995,235959,,FP
73,4.56E+15,-327.6,-327.6,0,-645.41,10/15/1995,81245,E,CG
67,13629362,0,0,0,271.9,9/14/1995,212318,V,IQ
38,13627593,0.2,0,0.2,158.85,11/30/1995,235959,,IN
14,13629952,-295.73,-295.73,0,447.59,9/23/1995,0,P,WD
25,4.56E+15,232.9,203.85,29.05,-2096.15,11/4/1995,93735,B,PM
91,13625872,0,0,0,67.96,2/10/1995,82413,C,IQ
12,13629482,-53.87,-53.87,0,4186.36,1/25/1995,0,P,WD
29,4.56E+15,658.54,658.54,0,-120,12/7/1995,0,M,PM
70,13632612,-129.69,-129.69,0,1259.6,3/7/1995,41218,E,WD
72,13628082,0,0,0,12.73,1/6/1995,90533,K,IQ
60,13632272,11.88,11.88,0,1880.39,12/8/1995,0,M,DP
89,13633712,-36.15,-36.15,0,36.14,6/30/1995,221700,C,TR
33,13629752,-182.52,-182.52,0,247.23,1/25/1995,0,P,WD
17,4.56E+15,-120,-120,0,-292,4/12/1995,50152,A,CA
59,13629112,-44.78,-44.78,0,44.78,2/2/1995,0,P,WD
82,13634492,-37.43,-37.43,0,37.44,9/26/1995,105015,B,TR
57,13631592,-0.15,-0.15,0,30.23,11/25/1995,0,,FK
95,13629682,220.4,220.4,0,239.02,4/2/1995,0,M,DP
20,4.56E+15,245.36,245.36,0,0,4/6/1995,0,M,PM
10,4.56E+15,-60,-60,0,-1000,8/6/1995,114603,E,CG
36,13632622,-308.75,-308.75,0,570.16,1/3/1995,0,P,WD
97,13628522,19.36,19.36,0,29.76,4/18/1995,64319,B,DP
79,13626062,0,0,0,7.05,10/29/1995,193907,A,IQ
11,13634742,-68.85,-68.85,0,3570.58,1/21/1995,0,P,WD
53,13634542,0,0,0,236.49,3/15/1995,140855,A,IQ
73,13626492,0,0,0,14.66,3/11/1995,102413,C,IQ
1,13631503,-80,-80,0,154.29,1/12/1995,152021,A,WD
59,13624852,-128.14,-128.14,0,415.13,10/3/1995,92953,B,TR
20,13631953,146.77,146.77,0,791.65,12/21/1995,212745,A,DP
24,13626822,-206.61,-206.61,0,2279.92,5/26/1995,0,P,WD
50,13626212,-175.1,-175.1,0,999.56,9/23/1995,0,P,WD
57,4.56E+15,-180,-180,0,-1035.43,8/24/1995,182944,A,CA
27,13629693,388.15,388.15,0,5602.73,8/13/1995,54149,B,DP
36,13629372,-140,-140,0,248.97,1/22/1995,14233,A,WD
53,4.56E+15,426.05,426.05,0,0,12/5/1995,192526,A,PM
14,4.56E+15,1615.18,1606.85,8.33,-3065.02,6/5/1995,0,M,PM
85,13625082,227.98,227.98,0,248.72,2/13/1995,101714,B,DP
97,13630312,0,0,0,2452.27,2/2/1995,50826,A,IQ
63,13629672,-8.14,-8.14,0,227.44,2/15/1995,0,P,WD
8,13633612,-75.48,-75.48,0,2731.86,1/3/1995,0,P,WD
46,13628152,0,0,0,51.9,2/6/1995,160326,A,IQ
35,13628362,261.33,261.33,0,437.35,1/21/1995,164017,B,DP
8,13633282,-12.98,-12.98,0,12.98,3/23/1995,104439,V,TR
15,13633363,0.4,0,0.4,318.73,4/30/1995,235959,,IN
28,4.56E+15,151.23,151.23,0,0,9/3/1995,0,M,PM
8,13628212,3.28,0,3.28,2625.52,4/30/1995,235959,,IN
50,4.56E+15,-120,-120,0,-2240.2,10/2/1995,154153,A,CA
73,13625302,-209.56,-209.56,0,61.73,5/27/1995,0,P,WD
8,13630382,0,0,0,273.05,8/6/1995,120835,B,IQ
99,13633772,58.03,58.03,0,146.5,8/8/1995,140426,A,DP
47,4.56E+15,-40,-40,0,-494.26,12/9/1995,215627,A,CA
4,13629093,1.42,0,1.42,1137.96,4/30/1995,235959,,IN
13,4.56E+15,-69.11,-69.11,0,-455.32,5/6/1995,906,E,CG
53,13626722,22.74,22.74,0,24.45,12/24/1995,144842,A,DP
43,13632182,78.47,78.47,0,1007.49,5/2/1995,84828,A,DP
23,4.56E+15,48.11,47.5,0.61,-40.42,8/1/1995,230323,C,PM
42,13630712,-57.26,-57.26,0,1106.11,5/1/1995,0,P,WD
79,13626632,191.96,191.96,0,206.26,7/3/1995,0,M,DP
81,13629312,-282.59,-282.59,0,323.57,3/8/1995,0,P,WD
74,13626802,0,0,0,68.76,5/8/1995,131934,C,IQ
55,4.56E+15,-19.67,-19.67,0,-969.32,9/26/1995,210346,E,CG
16,4.56E+15,-117.69,-117.69,0,-731.36,2/17/1995,71057,E,CG
29,13632083,-145.98,-145.98,0,1575.61,11/18/1995,163446,V,TR
19,13627053,-400.56,-400.56,0,1098.35,12/18/1995,123524,C,TR
41,4.56E+15,-120,-120,0,-222.29,10/29/1995,143337,A,CA
61,13630432,0,0,0,1339.31,2/2/1995,928,A,IQ
40,13627812,0,0,0,204.8,10/2/1995,31137,C,IQ
44,4.56E+15,227.44,194.95,32.49,-2805.05,12/2/1995,0,M,PM
54,13631542,-151.96,-151.96,0,151.95,3/2/1995,232335,C,TR
5,13628533,2.32,0,2.32,930.18,5/31/1995,235959,,IN
26,13630152,-0.15,-0.15,0,60.81,4/27/1995,0,,FK
68,13630842,0,0,0,786.72,8/21/1995,3540,A,IQ
7,13624893,-140,-140,0,86.66,4/7/1995,163219,A,WD
50,4.56E+15,-45.9,-45.9,0,-270.59,10/14/1995,91122,E,CG
46,4.56E+15,-200,-200,0,-1908.08,9/19/1995,10411,A,CA
35,13633012,496.25,496.25,0,1990.12,9/25/1995,130714,B,DP
84,13627302,-0.15,-0.15,0,0.98,1/30/1995,0,,FK
85,13625872,249.02,249.02,0,616.68,2/8/1995,110614,A,DP
55,13631672,-479.06,-479.06,0,1086.53,5/1/1995,14301,A,TR
35,13628522,-0.15,-0.15,0,1235.14,2/8/1995,0,,FK
21,13628502,3.07,0,3.07,2461.62,10/31/1995,235959,,IN
20,4.56E+15,-420.22,-420.22,0,-1325.25,5/24/1995,80325,E,CG
51,4.56E+15,-21.91,-21.91,0,-679.28,8/24/1995,152517,E,CG
77,13632912,-0.75,-0.75,0,102.1,11/4/1995,121254,,FU
31,4.56E+15,233.13,229.82,3.31,-72.58,10/7/1995,0,M,PM
5,13625723,0.34,0,0.34,273.84,2/28/1995,235959,,IN
65,13632752,-20,-20,0,54.19,1/26/1995,212137,A,WD
37,13627032,0,0,0,2671.5,2/3/1995,93531,K,IQ
63,13634482,-87.48,-87.48,0,1414.41,2/14/1995,1921,E,WD
28,13634502,-0.15,-0.15,0,875.72,7/23/1995,0,,FK
93,13628442,-37.28,-37.28,0,37.27,7/3/1995,0,P,WD
72,13630112,-10,-10,0,2.13,4/30/1995,235959,,FP
47,13627222,-0.75,-0.75,0,8421.33,9/4/1995,101437,,FU
6,4.56E+15,549.01,549.01,0,-116.8,2/5/1995,0,M,PM
3,13629042,313.78,313.78,0,571.86,1/3/1995,0,M,DP
5,13626072,-0.15,-0.15,0,53.34,1/4/1995,0,,FK
21,4.56E+15,-236.29,-236.29,0,-2943.59,6/5/1995,95638,E,CG
87,13631382,-25.92,-25.92,0,25.92,8/8/1995,0,P,WD
9,4.56E+15,-157.7,-157.7,0,-278.43,4/10/1995,51031,E,CG
41,13632082,0,0,0,4.09,5/25/1995,133023,B,IQ
85,13634042,0,0,0,96.22,11/23/1995,205429,A,IQ
43,13624882,-135.33,-135.33,0,2271.15,5/8/1995,0,P,WD
23,13625072,-0.15,-0.15,0,124.32,3/16/1995,0,,FK
44,13628432,-54.18,-54.18,0,1662.98,1/25/1995,0,P,WD
31,13632623,-0.75,-0.75,0,6212.32,12/19/1995,113140,,FU
42,13631302,-27.76,-27.76,0,27.77,1/27/1995,204419,V,TR
23,13631823,0,0,0,1452.36,12/26/1995,160242,K,IQ
38,13629522,-0.15,-0.15,0,360.58,8/7/1995,0,,FK
96,13628242,-60.54,-60.54,0,14.09,2/25/1995,0,P,WD
47,13634362,-60,-60,0,126.95,2/12/1995,163011,A,WD
24,13631092,-0.75,-0.75,0,1252.32,1/14/1995,124110,,FU
19,4.56E+15,737.85,729.64,8.21,-259.22,5/5/1995,0,M,PM
40,13628603,2.62,0,2.62,2100.68,12/31/1995,235959,,IN
80,4.56E+15,-27.73,-27.73,0,-362.66,10/26/1995,81856,E,CG
15,13629972,-0.15,-0.15,0,129.86,2/25/1995,0,,FK
76,4.56E+15,-116.06,-116.06,0,-436.96,12/23/1995,141222,E,CG
42,13627052,-116.85,-116.85,0,2986.66,4/1/1995,0,P,WD
9,4.56E+15,95.71,91.65,4.06,-636.61,3/6/1995,0,M,PM
36,13629592,-100.58,-100.58,0,56.66,1/7/1995,0,P,WD
8,13628383,0.86,0,0.86,687.42,1/31/1995,235959,,IN
47,13627712,-11.52,-11.52,0,11.51,1/15/1995,0,P,WD
8,13634413,0.14,0,0.14,114.73,2/28/1995,235959,,IN
2,4.56E+15,-191.9,-191.9,0,-1982.79,1/10/1995,164325,E,CG
48,4.56E+15,-200,-200,0,-1171.39,12/23/1995,192355,A,CA
21,13625552,144.13,144.13,0,154.64,1/10/1995,41149,A,DP
87,13629912,0,0,0,141.25,6/3/1995,105807,B,IQ
36,13625733,-80,-80,0,10474.78,11/11/1995,11646,A,WD
134,4.56E+15,-219.07,-219.07,0,-3397.36,12/15/1995,192009,E,CG
57,13632352,0,0,0,905.51,2/7/1995,95025,A,IQ
60,13626222,-209.86,-209.86,0,4750.22,3/24/1995,0,P,WD
76,13629292,-785.1,-785.1,0,2437.96,7/28/1995,132327,E,WD
32,13626452,552.07,552.07,0,1068.53,1/20/1995,141632,E,DP
61,13625722,0,0,0,464.37,2/22/1995,42535,K,IQ
9,13634382,-0.15,-0.15,0,29.01,5/18/1995,0,,FK
35,13629493,0.91,0,0.91,728.92,11/30/1995,235959,,IN
17,13625132,187.9,187.9,0,204.9,12/13/1995,0,M,DP
64,13625112,0,0,0,11.9,2/24/1995,202610,A,IQ
41,13631832,0,0,0,3993.34,1/19/1995,201836,A,IQ
49,4.56E+15,-74.08,-74.08,0,-502.55,9/24/1995,90339,E,CG
90,13633072,-2.73,-2.73,0,0,3/31/1995,235959,,FP
47,13629022,-0.75,-0.75,0,907.57,3/3/1995,100438,,FU
35,13628253,-36.11,-36.11,0,50.71,12/17/1995,0,M,WD
11,13627022,0,0,0,911.47,1/8/1995,165213,A,IQ
25,13629482,-21.68,-21.68,0,3531.74,2/7/1995,0,P,WD
59,4.56E+15,369.78,364.09,5.69,-396.86,12/6/1995,20742,C,PM
58,13626802,-64.2,-64.2,0,64.19,4/3/1995,234253,C,TR
93,13626992,-0.15,-0.15,0,1029.29,7/4/1995,0,,FK
50,13626572,-131.49,-131.49,0,1526.66,8/4/1995,0,P,WD
50,13631292,-233.47,-233.47,0,1015.24,9/17/1995,83434,E,WD
97,13628222,-248.26,-248.26,0,2323.32,2/1/1995,221402,C,TR
46,13628222,0,0,0,3405.58,1/15/1995,103348,V,IQ
17,4.56E+15,-20.36,-20.36,0,-653.92,12/2/1995,184939,E,CG
30,13632512,164.69,164.69,0,172.31,3/20/1995,101156,B,DP
79,13625872,-153.83,-153.83,0,1117.05,2/6/1995,0,P,WD
24,4.56E+15,101.28,88.44,12.84,-911.56,8/7/1995,0,M,PM
10,13631423,0.5,0,0.5,403.62,10/31/1995,235959,,IN
9,13634213,-20,-20,0,28.24,6/8/1995,105403,A,WD
48,13627443,-40,-40,0,1794.98,12/21/1995,232750,A,WD
25,13632082,0,0,0,11.95,5/20/1995,170217,C,IQ
104,4.56E+15,-410.34,-410.34,0,-545.42,12/10/1995,91854,E,CG
51,13630882,-10,-10,0,21.87,3/31/1995,235959,,FP
68,13625782,-40,-40,0,363.96,6/5/1995,211334,A,WD
1,13633113,0.8,0,0.8,637.52,1/31/1995,235959,,IN
23,4.56E+15,286.94,271.46,15.48,-828.06,11/3/1995,0,M,PM
49,4.56E+15,-229.86,-229.86,0,-1000,9/1/1995,85112,E,CG
22,4.56E+15,-88.59,-88.59,0,-1000,8/13/1995,105456,E,CG
40,13626022,-47.01,-47.01,0,122.57,3/16/1995,0,P,WD
17,13630403,0,0,0,292.31,9/27/1995,104043,C,IQ
81,13631092,-86.34,-86.34,0,10.02,3/9/1995,0,P,WD
25,13627653,34.42,34.42,0,1363.11,2/1/1995,184956,B,DP
84,13633522,507.8,507.8,0,567.61,12/14/1995,85604,A,DP
6,13627613,1.01,0,1.01,406.55,3/31/1995,235959,,IN
20,13626972,-163.9,-163.9,0,2752.82,9/11/1995,0,P,WD
16,13632883,3.04,0,3.04,1220.3,8/31/1995,235959,,IN
36,13634832,-31.5,-31.5,0,106.78,1/20/1995,0,P,WD
8,13629503,1.67,0,1.67,671.54,8/31/1995,235959,,IN
92,13627082,-13.54,-13.54,0,13.53,2/20/1995,0,P,WD
20,13633843,534.72,534.72,0,3410.75,11/23/1995,84135,B,DP
26,13627842,-0.75,-0.75,0,2549.71,3/12/1995,185602,,FU
27,13625422,-0.15,-0.15,0,1320.36,5/5/1995,0,,FK
2,13631752,-0.15,-0.15,0,226.35,1/3/1995,0,,FK
53,13629982,-0.15,-0.15,0,35.92,12/19/1995,0,,FK
12,13632643,0,0,0,1022.17,5/18/1995,101011,V,IQ
18,4.56E+15,-80,-80,0,-561.38,4/16/1995,100136,A,CA
47,13627932,-265.66,-265.66,0,36,4/2/1995,10741,A,TR
48,13626302,-214.46,-214.46,0,564.29,2/12/1995,162328,E,WD
44,13632413,-477.46,-477.46,0,1564.17,12/21/1995,0,M,WD
4,13631232,-100,-100,0,7412.24,3/11/1995,144703,A,WD
29,13632682,-0.15,-0.15,0,27.17,1/4/1995,0,,FK
79,13626052,0,0,0,71.95,12/17/1995,205400,A,IQ
24,4.56E+15,-140,-140,0,-400,11/23/1995,143647,A,CA
64,4.56E+15,-155.77,-155.77,0,-1065.85,10/8/1995,192531,E,CG
19,13627442,-46.72,-46.72,0,46.71,8/3/1995,201329,C,TR
23,4.56E+15,98.12,85.47,12.65,-914.53,9/6/1995,0,M,PM
29,13634202,0,0,0,1633.73,4/4/1995,145412,K,IQ
66,13628962,0,0,0,48.48,3/13/1995,143040,B,IQ
83,13632162,200.38,200.38,0,602.72,1/20/1995,150714,A,DP
24,13625682,153.16,153.16,0,3122.69,10/7/1995,132510,B,DP
7,4.56E+15,-238.48,-238.48,0,-2300,1/19/1995,110632,E,CG
19,4.56E+15,-228.18,-228.18,0,-2226.87,10/23/1995,85818,E,CG
70,13631702,-56.76,-56.76,0,14.27,7/18/1995,0,P,WD
50,4.56E+15,-119.26,-119.26,0,-191.08,11/12/1995,150204,E,CG
29,13632422,-25.24,-25.24,0,25.24,1/20/1995,0,P,WD
55,4.56E+15,-140,-140,0,-384.19,10/10/1995,143651,A,CA
54,13628012,-69.34,-69.34,0,436.66,12/7/1995,0,P,WD
46,13632912,0,0,0,2430.77,10/26/1995,225650,B,IQ
14,13630973,0.01,0,0.01,10.25,9/30/1995,235959,,IN
9,13632082,310.8,310.8,0,311.27,5/17/1995,202849,A,DP
7,4.56E+15,-174.7,-174.7,0,-2405.36,3/2/1995,193855,E,CG
7,13632133,0.36,0,0.36,287.92,7/31/1995,235959,,IN
60,13628642,0,0,0,655.88,12/21/1995,164026,B,IQ
94,13625802,-13.43,-13.43,0,121.82,4/17/1995,0,P,WD
33,4.56E+15,-200,-200,0,-1235.61,7/5/1995,164046,A,CA
1,4.56E+15,837.31,825.68,11.63,0,1/6/1995,0,M,PM
7,13632412,-115,-115,0,115.01,1/4/1995,235139,E,WD
4,4.56E+15,-234.3,-234.3,0,-667.08,1/4/1995,205700,E,CG
58,13634442,-12.35,-12.35,0,12.35,1/20/1995,0,P,WD
6,13625713,-154.84,-154.84,0,1754.92,4/6/1995,224215,C,TR
77,13632862,206.97,206.97,0,600.59,5/15/1995,152208,B,DP
23,4.56E+15,-171.78,-171.78,0,-1000,6/1/1995,103019,E,CG
18,13627083,81.16,81.16,0,4164.2,7/23/1995,105319,A,DP
31,4.56E+15,192.44,168.05,24.39,-1731.95,11/1/1995,0,M,PM
6,13632653,0.24,0,0.24,194.99,6/30/1995,235959,,IN
15,4.56E+15,0,0,0,-748.16,3/10/1995,183912,C,IQ
50,4.56E+15,-342.91,-342.91,0,-2737.49,12/25/1995,204856,E,CG
78,4.56E+15,-100,-100,0,-1646.72,12/8/1995,231240,A,CA
2,4.56E+15,-26.13,-26.13,0,-99.98,1/9/1995,60129,E,CG
42,13626802,50.98,50.98,0,112.54,2/23/1995,182152,B,DP
79,13626522,-27.09,-27.09,0,27.09,10/28/1995,133501,E,WD
12,4.56E+15,-340.09,-340.09,0,-2683.76,3/2/1995,180445,E,CG
4,13627133,0.58,0,0.58,463.56,4/30/1995,235959,,IN
98,13626422,-0.15,-0.15,0,112.61,3/21/1995,0,,FK
25,13628053,135.69,135.69,0,670.65,9/17/1995,203408,A,DP
23,4.56E+15,-286.29,-286.29,0,-2955.46,1/31/1995,22951,E,CG
2,13628142,0.4,0,0.4,320.67,2/28/1995,235959,,IN
121,4.56E+15,-88.75,-88.75,0,-1185.21,11/20/1995,94502,E,CG
19,13628642,0,0,0,21.87,9/11/1995,164834,V,IQ
62,13627052,1.98,0,1.98,1588.36,4/30/1995,235959,,IN
38,13626503,0.19,0,0.19,149.2,12/31/1995,235959,,IN
2,13624963,0.31,0,0.31,247.96,2/28/1995,235959,,IN
26,4.56E+15,-146.9,-146.9,0,-2200,9/26/1995,200151,E,CG
11,4.56E+15,-251.83,-251.83,0,-960.44,6/14/1995,141111,E,CG
21,13628532,-39.62,-39.62,0,2473.72,9/16/1995,0,P,WD
30,13633532,-0.75,-0.75,0,746.99,1/28/1995,141248,,FU
3,13629203,1.8,0,1.8,723.53,3/31/1995,235959,,IN
70,13626052,219.81,219.81,0,219.81,10/27/1995,195530,A,DP
3,13630903,0.2,0,0.2,156.93,3/31/1995,235959,,IN
94,13626092,0,0,0,10.78,3/21/1995,210204,B,IQ
10,13632142,294.43,294.43,0,3382.85,1/4/1995,192415,B,DP
15,13627722,-92.91,-92.91,0,3692.09,1/11/1995,0,P,WD
17,4.56E+15,-58.39,-58.39,0,-2212.24,3/27/1995,143218,E,CG
10,13627152,-14.71,-14.71,0,2877.53,1/7/1995,0,P,WD
32,13634282,-96.91,-96.91,0,295.05,1/13/1995,0,P,WD
1,13633182,-51.17,-51.17,0,51.16,3/6/1995,184138,C,TR
16,4.56E+15,-192.01,-192.01,0,-1561.81,8/16/1995,210626,E,CG
29,13632952,-6.06,-6.06,0,0,3/31/1995,235959,,FP
73,13625522,0,0,0,59.13,5/16/1995,183531,V,IQ
5,13626932,-49.57,-49.57,0,2534.75,3/24/1995,0,P,WD
38,13632372,-414.96,-414.96,0,1255.28,5/25/1995,0,P,WD
37,13628252,0,0,0,2283.49,2/8/1995,151050,V,IQ
99,13626852,-100,-100,0,516.78,3/19/1995,81035,A,WD
79,13629282,-0.75,-0.75,0,374.37,2/25/1995,180203,,FU
34,13626802,-0.15,-0.15,0,96.88,2/8/1995,0,,FK
61,4.56E+15,-57.81,-57.81,0,-877.58,10/7/1995,200454,E,CG
73,13627202,170.76,170.76,0,624.36,11/16/1995,0,M,DP
32,13627593,-146.1,-146.1,0,363.03,11/2/1995,163951,C,TR
48,13625732,-218.76,-218.76,0,6660.65,2/9/1995,0,P,WD
38,4.56E+15,-28.98,-28.98,0,-412.93,8/26/1995,164305,E,CG
78,13626702,225.65,225.65,0,227.81,1/31/1995,0,M,DP
4,13630362,4.14,0,4.14,3318.45,4/30/1995,235959,,IN
51,4.56E+15,-158.78,-158.78,0,-231.89,12/13/1995,202333,E,CG
